ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
141509,2026-01-26 2:00:00,5.58,0.14,-4.85
141510,2026-01-26 2:10:00,6.4,0.25,-4.97
141511,2026-01-26 2:20:00,7.08,0.35,-4.51
141512,2026-01-26 2:30:00,6.88,0.29,-4.61
141513,2026-01-26 2:40:00,7.17,0.39,-4.77
141514,2026-01-26 2:50:00,6.81,0.35,-4.88
141515,2026-01-26 3:00:00,5.96,0.24,-4.94
141516,2026-01-26 3:10:00,6.43,0.29,-4.61
141517,2026-01-26 3:20:00,6.52,0.31,-4.92
141518,2026-01-26 3:30:00,6.99,0.4,-4.88
141519,2026-01-26 3:40:00,6.61,0.3,-5.21
141520,2026-01-26 3:50:00,6.83,0.3,-5.43
141521,2026-01-26 4:00:00,7.07,0.26,-5.5
141522,2026-01-26 4:10:00,8.17,0.5,-5.58
141523,2026-01-26 4:20:00,7,0.35,-5.92
141524,2026-01-26 4:30:00,6.16,0.21,-6.02
141525,2026-01-26 4:40:00,5.59,0.18,-6.04
141526,2026-01-26 4:50:00,5.68,0.16,-6.19
141527,2026-01-26 5:00:00,7.19,0.42,-6.15
141528,2026-01-26 5:10:00,9.39,0.78,-5.53
141529,2026-01-26 5:20:00,8.43,0.66,-5.03
141530,2026-01-26 5:30:00,8.17,0.6,-5.22
141531,2026-01-26 5:40:00,8.93,0.69,-5.25
141532,2026-01-26 5:50:00,7.34,0.47,-5.45
141533,2026-01-26 6:00:00,6.91,0.37,-5.7
141534,2026-01-26 6:10:00,6.42,0.28,-5.88
141535,2026-01-26 6:20:00,6.29,0.26,-5.41
141536,2026-01-26 6:30:00,6.09,0.22,-5.45
141537,2026-01-26 6:40:00,6.11,0.24,-5.38
141538,2026-01-26 6:50:00,7.11,0.38,-5.14
141539,2026-01-26 7:00:00,7.21,0.4,-5.06
141540,2026-01-26 7:10:00,7.17,0.4,-4.84
141541,2026-01-26 7:20:00,6.13,0.25,-4.44
141542,2026-01-26 7:30:00,6.24,0.25,-4.58
141543,2026-01-26 7:40:00,5.86,0.19,-4.59
141544,2026-01-26 7:50:00,5.66,0.15,-4.38
141545,2026-01-26 8:00:00,6.1,0.22,-3.97
141546,2026-01-26 8:10:00,6.14,0.21,-3.82
141547,2026-01-26 8:20:00,6.34,0.22,-3.96
141548,2026-01-26 8:30:00,7.2,0.41,-3.95
141549,2026-01-26 8:40:00,7.82,0.54,-3.6
141550,2026-01-26 8:50:00,6.4,0.28,-3.53
141551,2026-01-26 9:00:00,6.38,0.23,-3.84
141552,2026-01-26 9:10:00,6.35,0.26,-3.88
141553,2026-01-26 9:20:00,6.21,0.21,-3.68
141554,2026-01-26 9:30:00,6.18,0.22,-3.7
141555,2026-01-26 9:40:00,6.69,0.3,-3.28
141556,2026-01-26 9:50:00,6.24,0.21,-3.08
141557,2026-01-26 10:00:00,5.94,0.17,-2.83
141558,2026-01-26 10:10:00,5.82,0.16,-2.48
141559,2026-01-26 10:20:00,6.67,0.29,-1.32
141560,2026-01-26 10:30:00,6.69,0.29,-1.67
141561,2026-01-26 10:40:00,6.19,0.24,-1.06
141562,2026-01-26 10:50:00,6.79,0.31,-0.37
141563,2026-01-26 11:00:00,7.07,0.37,0.41
141564,2026-01-26 11:10:00,7.92,0.47,0.7
141565,2026-01-26 11:20:00,7.48,0.45,1.07
141566,2026-01-26 11:30:00,6.78,0.36,1.59
141567,2026-01-26 11:40:00,7.36,0.44,1.81
141568,2026-01-26 11:50:00,9.34,0.77,1.84
141569,2026-01-26 12:00:00,8.61,0.63,2.33
141570,2026-01-26 12:10:00,8.72,0.66,2.51
141571,2026-01-26 12:20:00,10.08,0.85,2.58
141572,2026-01-26 12:30:00,9.51,0.77,2.83
141573,2026-01-26 12:40:00,10.76,0.95,2.74
141574,2026-01-26 12:50:00,10.47,0.93,2.93
141575,2026-01-26 13:00:00,10.56,0.94,3.15
141576,2026-01-26 13:10:00,9.46,0.82,3.29
141577,2026-01-26 13:20:00,9.61,0.81,3.48
141578,2026-01-26 13:30:00,9.33,0.75,3.79
141579,2026-01-26 13:40:00,8.84,0.66,4.07
141580,2026-01-26 13:50:00,9.67,0.78,4.15
141581,2026-01-26 14:00:00,10.51,0.91,3.93
141582,2026-01-26 14:10:00,8.71,0.66,4.31
141583,2026-01-26 14:20:00,9.38,0.77,4.34
141584,2026-01-26 14:30:00,8.69,0.66,4.59
141585,2026-01-26 14:40:00,9.75,0.82,4.51
141586,2026-01-26 14:50:00,9.58,0.74,4.57
141587,2026-01-26 15:00:00,10.01,0.84,4.61
141588,2026-01-26 15:10:00,9.67,0.8,4.64
141589,2026-01-26 15:20:00,10.52,0.9,4.75
141590,2026-01-26 15:30:00,8.36,0.55,5.02
141591,2026-01-26 15:40:00,7.89,0.5,5.03
141592,2026-01-26 15:50:00,7.59,0.44,5.11
141593,2026-01-26 16:00:00,7.8,0.48,4.99
141594,2026-01-26 16:10:00,7.84,0.5,4.79
141595,2026-01-26 16:20:00,8.15,0.52,4.62
141596,2026-01-26 16:30:00,9.65,0.75,4.23
141597,2026-01-26 16:40:00,9.19,0.69,4.16
141598,2026-01-26 16:50:00,9.35,0.74,3.94
141599,2026-01-26 17:00:00,8.91,0.69,3.63
141600,2026-01-26 17:10:00,7.37,0.42,3.68
141601,2026-01-26 17:20:00,7.32,0.44,2.95
141602,2026-01-26 17:30:00,6.72,0.35,2.66
141603,2026-01-26 17:40:00,6.38,0.29,2.33
141604,2026-01-26 17:50:00,5.73,0.21,1.93
141605,2026-01-26 18:00:00,6.5,0.32,1.64
141606,2026-01-26 18:10:00,8.31,0.59,1.5
141607,2026-01-26 18:20:00,8.28,0.59,1.61
141608,2026-01-26 18:30:00,7.3,0.45,1.25
141609,2026-01-26 18:40:00,7.7,0.52,1.11
141610,2026-01-26 18:50:00,7.42,0.53,0.98
141611,2026-01-26 19:00:00,8,0.59,0.81
141612,2026-01-26 19:10:00,9.36,0.81,1.18
141613,2026-01-26 19:20:00,10.27,0.91,1.27
141614,2026-01-26 19:30:00,10.01,0.87,1.35
141615,2026-01-26 19:40:00,8.13,0.65,1.21
141616,2026-01-26 19:50:00,9.72,0.82,1.2
141617,2026-01-26 20:00:00,9.02,0.72,1.11
141618,2026-01-26 20:10:00,6.8,0.41,1.02
141619,2026-01-26 20:20:00,5.89,0.27,0.65
141620,2026-01-26 20:30:00,5.69,0.19,0.11
141621,2026-01-26 20:40:00,5.05,0.14,-0.43
141622,2026-01-26 20:50:00,4.41,0.06,-0.71
141623,2026-01-26 21:00:00,4.16,0.06,-1.2
141624,2026-01-26 21:10:00,4.22,0.06,-1.46
141625,2026-01-26 21:20:00,4.63,0.1,-1.72
141626,2026-01-26 21:30:00,3.71,0.04,-1.51
141627,2026-01-26 21:40:00,5.13,0.15,-2.45
141628,2026-01-26 21:50:00,7.62,0.6,-1.62
141629,2026-01-26 22:00:00,7.47,0.57,-1.04
141630,2026-01-26 22:10:00,6.6,0.43,-1.49
141631,2026-01-26 22:20:00,9.24,0.76,-0.51
141632,2026-01-26 22:30:00,8.89,0.75,-0.33
141633,2026-01-26 22:40:00,9.16,0.82,-0.54
141634,2026-01-26 22:50:00,9.57,0.86,-0.42
141635,2026-01-26 23:00:00,9.8,0.89,-0.64
141636,2026-01-26 23:10:00,10.12,0.92,-0.28
141637,2026-01-26 23:20:00,9.13,0.8,-0.73
141638,2026-01-26 23:30:00,9.88,0.94,-0.79
141639,2026-01-26 23:40:00,10.76,0.98,-0.23
141640,2026-01-26 23:50:00,9.96,0.87,-0.38
141641,2026-01-27 0:00:00,9.51,0.8,-0.5
141642,2026-01-27 0:10:00,9.4,0.8,-0.26
141643,2026-01-27 0:20:00,7.84,0.6,-1.04
141644,2026-01-27 0:30:00,9.33,0.79,-1.45
141645,2026-01-27 0:40:00,7.47,0.47,-1.71
141646,2026-01-27 0:50:00,7.22,0.44,-2.59
141647,2026-01-27 1:00:00,8.1,0.54,-3.14
141648,2026-01-27 1:10:00,9.08,0.74,-3.08
141649,2026-01-27 1:20:00,8.51,0.69,-3.08
141650,2026-01-27 1:30:00,8.47,0.67,-3.21
141651,2026-01-27 1:40:00,7.76,0.55,-3.17
141652,2026-01-27 1:50:00,7.92,0.55,-3.39
141653,2026-01-27 2:00:00,7.45,0.44,-3.18
141654,2026-01-27 2:10:00,7.15,0.38,-3.33
141655,2026-01-27 2:20:00,7.34,0.4,-3.28
141656,2026-01-27 2:30:00,7.29,0.41,-3.02
141657,2026-01-27 2:40:00,7.24,0.41,-2.64
141658,2026-01-27 2:50:00,9.53,0.84,-2.76
141659,2026-01-27 3:00:00,11.13,1,-1.65
141660,2026-01-27 3:10:00,11.16,1,-0.85
141661,2026-01-27 3:20:00,11.03,1,-0.75
141662,2026-01-27 3:30:00,11.37,0.98,-1.46
141663,2026-01-27 3:40:00,9.2,0.79,-1.95
141664,2026-01-27 3:50:00,9.7,0.84,-2.46
141665,2026-01-27 4:00:00,8.6,0.72,-3.06
141666,2026-01-27 4:10:00,6.98,0.42,-3.71
141667,2026-01-27 4:20:00,8.16,0.55,-4.06
141668,2026-01-27 4:30:00,7.4,0.47,-4.9
141669,2026-01-27 4:40:00,11.39,0.97,-3.93
141670,2026-01-27 4:50:00,10.71,0.98,-3.47
141671,2026-01-27 5:00:00,9.75,0.86,-4.08
141672,2026-01-27 5:10:00,8.07,0.55,-4.68
141673,2026-01-27 5:20:00,6.54,0.31,-4.9
141674,2026-01-27 5:30:00,6.68,0.32,-3.35
141675,2026-01-27 5:40:00,6.38,0.27,-3.07
141676,2026-01-27 5:50:00,5.25,0.13,-3.54
141677,2026-01-27 6:00:00,4.7,0.1,-3.04
141678,2026-01-27 6:10:00,3.73,0.04,-2.82
141679,2026-01-27 6:20:00,2.84,0.01,-2.96
141680,2026-01-27 6:30:00,1.96,0,-3.14
141681,2026-01-27 6:40:00,2.67,0.01,-3.2
141682,2026-01-27 6:50:00,4.55,0.03,-3.6
141683,2026-01-27 7:00:00,4.26,0.03,-3.76
141684,2026-01-27 7:10:00,3,0.01,-4.32
141685,2026-01-27 7:20:00,2.15,0.01,-4.5
141686,2026-01-27 7:30:00,1.94,0.01,-4.78
141687,2026-01-27 7:40:00,0.77,0.01,-4.67
141688,2026-01-27 7:50:00,0.81,0.01,-4.88
141689,2026-01-27 8:00:00,0.65,0.01,-5.24
141690,2026-01-27 8:10:00,0.65,0.01,-5.92
141691,2026-01-27 8:20:00,0.95,0.01,-5.77
141692,2026-01-27 8:30:00,0.47,0.01,-5.79
141693,2026-01-27 8:40:00,0.91,0.01,-5.55
141694,2026-01-27 8:50:00,1.08,0.01,-5.36
141695,2026-01-27 9:00:00,1.45,0.01,-5.37
141696,2026-01-27 9:10:00,3.25,0.01,-5.05
141697,2026-01-27 9:20:00,2.84,0.01,-4.89
141698,2026-01-27 9:30:00,2.66,0.01,-4.39
141699,2026-01-27 9:40:00,1.69,0.01,-4.3
141700,2026-01-27 9:50:00,1.37,0.01,-3.92
141701,2026-01-27 10:00:00,1.08,0.01,-3.57
141702,2026-01-27 10:10:00,1.98,0.01,-4.04
141703,2026-01-27 10:20:00,2.11,0.01,-2.9
141704,2026-01-27 10:30:00,1.91,0.01,-2.07
141705,2026-01-27 10:40:00,1.89,0.01,-1.61
141706,2026-01-27 10:50:00,1.85,0.01,-0.68
141707,2026-01-27 11:00:00,1.72,0.01,0.03
141708,2026-01-27 11:10:00,1.72,0.01,0.67
141709,2026-01-27 11:20:00,1.5,0.01,1.25
141710,2026-01-27 11:30:00,1.3,0.01,1.5
141711,2026-01-27 11:40:00,1.18,0.01,1.51
141712,2026-01-27 11:50:00,1.52,0.01,1
141713,2026-01-27 12:00:00,1.7,0.01,1.69
141714,2026-01-27 12:10:00,2.06,0.01,1.34
141715,2026-01-27 12:20:00,2.44,0.01,1.38
141716,2026-01-27 12:30:00,2.28,0.01,1.46
141717,2026-01-27 12:40:00,1.99,0.01,1.53
141718,2026-01-27 12:50:00,2.06,0.01,2.25
141719,2026-01-27 13:00:00,1.9,0.01,2.71
141720,2026-01-27 13:10:00,1.41,0.01,3.04
141721,2026-01-27 13:20:00,1.64,0.01,3.08
141722,2026-01-27 13:30:00,1.58,0.01,3.03
141723,2026-01-27 13:40:00,1.6,0.01,3.04
141724,2026-01-27 13:50:00,1.41,0.01,3.27
141725,2026-01-27 14:00:00,1.04,0.01,3.76
141726,2026-01-27 14:10:00,0.93,0.01,4.17
141727,2026-01-27 14:20:00,1.03,0.01,4.42
141728,2026-01-27 14:30:00,1.12,0.01,3.93
141729,2026-01-27 14:40:00,0.9,0.01,4.71
141730,2026-01-27 14:50:00,1.02,0.01,4.64
141731,2026-01-27 15:00:00,1.58,0.01,4.5
141732,2026-01-27 15:10:00,1.04,0.01,4.93
141733,2026-01-27 15:20:00,0.76,0.01,4.78
141734,2026-01-27 15:30:00,0.95,0.01,4.78
141735,2026-01-27 15:40:00,1.29,0.01,3.9
141736,2026-01-27 15:50:00,0.89,0.01,4.04
141737,2026-01-27 16:00:00,0.73,0.01,4.08
141738,2026-01-27 16:10:00,0.91,0.01,3.83
141739,2026-01-27 16:20:00,1.25,0.01,3.54
141740,2026-01-27 16:30:00,0.62,0.01,3.5
141741,2026-01-27 16:40:00,1,0.01,3.25
141742,2026-01-27 16:50:00,1.12,0.01,3.12
141743,2026-01-27 17:00:00,0.92,0.01,2.94
141744,2026-01-27 17:10:00,0.28,0.01,3.14
141745,2026-01-27 17:20:00,0.32,0.01,2.9
141746,2026-01-27 17:30:00,0.68,0.01,2.49
141747,2026-01-27 17:40:00,0.89,0.01,2.42
141748,2026-01-27 17:50:00,1.02,0.01,2.19
141749,2026-01-27 18:00:00,0.65,0.01,2.13
141750,2026-01-27 18:10:00,0.5,0.01,2.18
141751,2026-01-27 18:20:00,0.65,0.01,2.16
141752,2026-01-27 18:30:00,0.44,0.01,2.15
141753,2026-01-27 18:40:00,0.45,0.01,2.1
141754,2026-01-27 18:50:00,0.64,0.01,1.9
141755,2026-01-27 19:00:00,1.38,0.01,1.42
141756,2026-01-27 19:10:00,1.25,0.01,1.29
141757,2026-01-27 19:20:00,0.88,0.01,1.28
141758,2026-01-27 19:30:00,1.35,0.01,1.26
141759,2026-01-27 19:40:00,1.47,0.01,1.21
141760,2026-01-27 19:50:00,1.77,0.01,1.11
141761,2026-01-27 20:00:00,3.86,0.01,1.14
141762,2026-01-27 20:10:00,4.41,0.02,1.18
141763,2026-01-27 20:20:00,4.73,0.03,1.1
141764,2026-01-27 20:30:00,4.54,0.02,1.1
141765,2026-01-27 20:40:00,3.67,0.01,1.09
141766,2026-01-27 20:50:00,3.46,0.01,1.09
141767,2026-01-27 21:00:00,4,0.01,1.16
141768,2026-01-27 21:10:00,3.31,0.01,1.04
141769,2026-01-27 21:20:00,3.23,0,0.96
141770,2026-01-27 21:30:00,2.3,0.01,0.9
141771,2026-01-27 21:40:00,3.04,0.01,0.83
141772,2026-01-27 21:50:00,3.56,0.01,0.65
141773,2026-01-27 22:00:00,4.17,0.01,0.42
141774,2026-01-27 22:10:00,4.03,0.01,0.28
141775,2026-01-27 22:20:00,3.4,0.01,0.21
141776,2026-01-27 22:30:00,2.96,0.01,0.22
141777,2026-01-27 22:40:00,2.43,0.01,0.29
141778,2026-01-27 22:50:00,2.12,0.01,0.3
141779,2026-01-27 23:00:00,1.33,0.01,0.31
141780,2026-01-27 23:10:00,0.73,0.01,0.27
141781,2026-01-27 23:20:00,1.4,0.01,0.09
141782,2026-01-27 23:30:00,1.44,0.01,0.08
141783,2026-01-27 23:40:00,1.26,0.01,0.14
141784,2026-01-27 23:50:00,1.29,0.01,0.27
141785,2026-01-28 0:00:00,1.37,0.01,0.29
141786,2026-01-28 0:10:00,1.29,0.01,0.2
141787,2026-01-28 0:20:00,0.9,0.01,0.17
141788,2026-01-28 0:30:00,1.39,0.01,0.08
141789,2026-01-28 0:40:00,1.52,0.01,-0.01
141790,2026-01-28 0:50:00,1.32,0.01,-0.15
141791,2026-01-28 1:00:00,1.37,0.01,-0.21
141792,2026-01-28 1:10:00,1.42,0.01,-0.25
141793,2026-01-28 1:20:00,1.11,0.01,-0.22
141794,2026-01-28 1:30:00,1.41,0.01,-0.3
141795,2026-01-28 1:40:00,1.22,0.01,-0.42
141796,2026-01-28 1:50:00,1.04,0.01,-0.49
141797,2026-01-28 2:00:00,1.08,0.01,-0.52
141798,2026-01-28 2:10:00,0.36,0.01,-0.61
141799,2026-01-28 2:20:00,0.35,0.01,-0.69
141800,2026-01-28 2:30:00,0.48,0.01,-0.66
141801,2026-01-28 2:40:00,0.46,0.01,-0.58
141802,2026-01-28 2:50:00,0.74,0.01,-0.52
141803,2026-01-28 3:00:00,0.52,0.01,-0.51
141804,2026-01-28 3:10:00,1.61,0.01,-0.51
141805,2026-01-28 3:20:00,0.78,0.01,-0.43
141806,2026-01-28 3:30:00,1.14,0.01,-0.49
141807,2026-01-28 3:40:00,1.16,0.01,-0.44
141808,2026-01-28 3:50:00,0.98,0.01,-0.51
141809,2026-01-28 4:00:00,1.19,0.01,-0.55
141810,2026-01-28 4:10:00,0.89,0.01,-0.81
141811,2026-01-28 4:20:00,0.71,0.01,-0.91
141812,2026-01-28 4:30:00,0.55,0.01,-1.01
141813,2026-01-28 4:40:00,0.68,0.01,-1.23
141814,2026-01-28 4:50:00,0.76,0.01,-1.27
141815,2026-01-28 5:00:00,0.73,0.01,-1.35
141816,2026-01-28 5:10:00,1.38,0.01,-1.5
141817,2026-01-28 5:20:00,1.42,0.01,-1.54
141818,2026-01-28 5:30:00,1.19,0.01,-1.49
141819,2026-01-28 5:40:00,1.14,0.01,-1.33
141820,2026-01-28 5:50:00,1.32,0.01,-1.02
141821,2026-01-28 6:00:00,1.32,0.01,-0.87
141822,2026-01-28 6:10:00,1.64,0.01,-0.97
141823,2026-01-28 6:20:00,3.3,0.01,-0.83
141824,2026-01-28 6:30:00,3.13,0.01,-0.62
141825,2026-01-28 6:40:00,2.7,0.01,-0.51
141826,2026-01-28 6:50:00,2.78,0.01,-0.39
141827,2026-01-28 7:00:00,3.68,0.01,-0.28
141828,2026-01-28 7:10:00,3.2,0.01,-0.33
141829,2026-01-28 7:20:00,4.09,0.02,-0.41
141830,2026-01-28 7:30:00,4.42,0.05,-0.4
141831,2026-01-28 7:40:00,5.03,0.07,-0.31
141832,2026-01-28 7:50:00,4.99,0.06,-0.31
141833,2026-01-28 8:00:00,5.4,0.07,-0.51
141834,2026-01-28 8:10:00,5.29,0.08,-0.74
141835,2026-01-28 8:20:00,4.4,0.04,-0.7
141836,2026-01-28 8:30:00,3.94,0.03,-0.38
141837,2026-01-28 8:40:00,3.02,0.01,-0.42
141838,2026-01-28 8:50:00,1.9,0.01,-0.83
